lemma_a,lemma_b
INSTRUMENT,INSTRUMENTISTE
INSU,SU
INSUFFISANT,SUFFISANT
INSUFFLATION,INSUFFLER
INSULTE,INSULTER
INSUPPORTABLE,SUPPORTABLE
INSURRECTION,INSURRECTIONNEL
INTEGRAL,INTEGRALITE
INTEGRANT,INTEGRER
INTEGRATEUR,INTEGRATION
INTEGRATEUR,INTEGRER
INTEGRATION,INTEGRER
INTEGRATION,REINTEGRATION
INTEGRE,INTEGRITE
INTEGRER,REINTEGRER
INTELLECT,INTELLECTUEL
INTELLECTUALITE,INTELLECTUEL
INTELLIGIBILITE,INTELLIGIBLE
INTEMPOREL,TEMPOREL
INTENSE,INTENSIF
INTENSE,INTENSITE
INTENSIFICATION,INTENSIFIER
INTENTER,INTENTION
INTENTION,INTENTIONNE
INTENTION,INTENTIONNEL
INTENTIONNALITE,INTENTIONNEL
INTERACTIF,INTERACTIVITE
INTERACTIF,INTERAGIR
INTERCALAIRE,INTERCALER
INTERCALATION,INTERCALER
INTERCEPTER,INTERCEPTION
INTERESSANT,INTERESSER
INTERESSE,INTERESSER
INTERESSEMENT,INTERESSER
INTERESSER,INTERET
INTERFERENCE,INTERFERER
INTERIM,INTERIMAIRE
INTERIORISATION,INTERIORISER
INTERJECTION,INTERJETER
INTERNAT,INTERNE
INTERPELLATION,INTERPELLER
INTERPRETATEUR,INTERPRETATIF
INTERPRETATEUR,INTERPRETATION
INTERPRETATEUR,INTERPRETER
INTERPRETATIF,INTERPRETATION
INTERPRETATIF,INTERPRETER
INTERPRETATION,INTERPRETER
INTERPRETE,INTERPRETER
INTERROGATEUR,INTERROGATIF
INTERROGATEUR,INTERROGATION
INTERROGATEUR,INTERROGER
INTERROGATIF,INTERROGATION
INTERROGATIF,INTERROGER
INTERROGATION,INTERROGER
INTERROMPRE,INTERRUPTEUR
INTERROMPRE,INTERRUPTION
INTERRUPTEUR,INTERRUPTION
INTERVENANT,INTERVENIR
INTERVERSION,INTERVERTIR
INTERVIEW,INTERVIEWER
INTERVIEWE,INTERVIEWER
INTESTIN,INTESTINAL
INTIME,INTIMITE
INTIMIDATION,INTIMIDER
INTREPIDE,INTREPIDITE
INTRIGUE,INTRIGUER
INTRODUCTEUR,INTRODUCTIF
INTRODUCTEUR,INTRODUCTION
INTRODUCTEUR,INTRODUIRE
INTRODUCTIF,INTRODUCTION
INTRODUCTIF,INTRODUIRE
INTRODUCTION,INTRODUIRE
INTRODUCTION,REINTRODUCTION
INTRODUIRE,REINTRODUIRE
INVALIDATION,INVALIDER
INVARIABILITE,INVARIABLE
INVENTAIRE,INVENTORIER
INVENTER,INVENTEUR
INVENTER,INVENTION
INVERSION,INVERTIR
INVESTIGATEUR,INVESTIGATION
INVESTIR,INVESTISSEMENT
INVESTIR,INVESTISSEUR
INVESTISSEMENT,INVESTISSEUR
INVITATION,INVITER
INVITE,INVITER
INVOCATION,INVOQUER
INVRAISEMBLABLE,VRAISEMBLABLE
INVULNERABLE,VULNERABLE
IRONIE,IRONIQUE
IRRATIONALITE,IRRATIONNEL
IRRATIONNEL,RATIONNEL
IRRECEVABILITE,IRRECEVABLE
IRRECEVABLE,RECEVABLE
IRREDUCTIBILITE,IRREDUCTIBLE
IRREEL,REEL
IRREGULARITE,IRREGULIER
IRRESPONSABLE,RESPONSABLE
IRREVERSIBILITE,IRREVERSIBLE
IRREVOCABILITE,IRREVOCABLE
IRRITANT,IRRITER
IRRITATION,IRRITER
ISLAM,ISLAMIQUE
ISLAM,ISLAMISME
ISOLATION,ISOLER
ISOLE,ISOLER
ISOLEMENT,ISOLER
ISSIR,ISSUE
ITALIANISER,ITALIEN
IVRE,IVRESSE
JAILLIR,JAILLISSANT
JAILLIR,JAILLISSEMENT
JALON,JALONNER
JALOUSIE,JALOUX
JARDIN,JARDINIER
JAUNATRE,JAUNE
JETE,JETER
JETEE,JETER
JETER,REJETER
JEU,JOUER
JOINDRE,JOINT
JOINDRE,JONCTION
JOINT,JOINTER
JOUER,JOUET
JOUER,JOUEUR
JOUIR,JOUISSANCE
JOUIR,JOUISSANT
JOURNAL,JOURNALISME
JOURNAL,JOURNALISTE
JOURNALISME,JOURNALISTE
JOURNALISTE,JOURNALISTIQUE
JUGE,JUGER
JUGEMENT,JUGER
JURE,JURER
JURIDICTION,JURIDICTIONNEL
JURISPRUDENCE,JURISPRUDENTIEL
JUSTE,JUSTESSE
JUSTE,JUSTIFIER
JUSTICIABLE,JUSTICIER
JUSTIFIABLE,JUSTIFIER
JUSTIFICATIF,JUSTIFICATION
JUSTIFICATIF,JUSTIFIER
JUSTIFICATION,JUSTIFIER
JUXTAPOSER,JUXTAPOSITION
LABOURAGE,LABOURER
LABOURAGE,LABOUREUR
LABOURER,LABOUREUR
LABYRINTHE,LABYRINTHIQUE
LACHE,LACHETE
LAIC,LAICITE
LAISSE,LAISSER
LANCE,LANCER
LANCEE,LANCER
LANCEMENT,LANCER
LANCER,RELANCER
LANGUIR,LANGUISSANT
LARGE,LARGEUR
LAS,LASSER
LAS,LASSITUDE
LAVAGE,LAVER
LEGAL,LEGALISER
LEGALISATION,LEGALISER
LEGER,LEGERETE
LEGION,LEGUER
LEGISLATEUR,LEGISLATIF
LEGISLATEUR,LEGISLATION
LEGISLATIF,LEGISLATION
LEGITIMATION,LEGITIMER
LEGITIME,LEGITIMISTE
LENT,LENTEUR
LESION,LESIONNEL
LETHARGIE,LETHARGIQUE
LEVAGE,LEVER
LEVAIN,LEVER
LEVER,LEVIER
LEXICAL,LEXIQUE
LEXICOGRAPHIE,LEXICOGRAPHIQUE
LIAISON,LIER
LIANT,LIER
LIBERATEUR,LIBERATION
LIBERATEUR,LIBERER
LIBERATION,LIBERATOIRE
LIBERATION,LIBERER
LIBERATOIRE,LIBERER
LIBERTAIRE,LIBERTE
LICENCE,LICENCIER
LICENCE,LICENCIEUX
LICENCIE,LICENCIER
LICENCIEMENT,LICENCIER
LIER,RELIER
LIMITATEUR,LIMITATION
LIMITATEUR,LIMITER
LIMITATION,LIMITER
LIMITE,LIMITER
LIMPIDE,LIMPIDITE
LION,LIRE
LIQUEFACTION,LIQUEFIER
LIQUIDATEUR,LIQUIDATION
LIQUIDATEUR,LIQUIDER
LIQUIDATION,LIQUIDER
LIQUIDE,LIQUIDER
LIRE,LISIBLE
LISIBILITE,LISIBLE
LIT,LITIERE
LITHOGRAPHIE,LITHOGRAPHIQUE
LITIGE,LITIGIEUX
LITTERATEUR,LITTERATURE
LITURGIE,LITURGIQUE
LIVRAISON,LIVRER
LIVRE,LIVRET
LOCAL,LOCALITE
LOCALISATION,LOCALISER
LOCATION,LOUER
LOCOMOTEUR,LOCOMOTION
LOCUTEUR,LOCUTION
LOGARITHME,LOGARITHMIQUE
LOGE,LOGER
LOGEMENT,LOGER
LOUABLE,LOUER
LOUAGE,LOUER
LOUANGE,LOUER
LOUER,LOYER
LOURD,LOURDEUR
LOYAL,LOYALISME
LOYAL,LOYAUTE
LUCIDE,LUCIDITE
LUIRE,LUISANT
LUMINEUX,LUMINOSITE
LUNAIRE,LUNE
LUTHERANISME,LUTHERIEN
LUTTE,LUTTER
LYRIQUE,LYRISME
MAGIE,MAGIQUE
MAGNETIQUE,MAGNETISME
MAISON,MAISONNETTE
MAITRE,MAITRISE
MAITRISE,MAITRISER
MAJESTE,MAJESTUEUX
MAJEUR,MAJORITE
MAJORITAIRE,MAJORITE
MALADE,MALADIE
MALHEUR,MALHEUREUX
MALIGNITE,MALIN
MANDAT,MANDATAIRE
MANDIBULAIRE,MANDIBULE
MANIAQUE,MANIE
MANICHEEN,MANICHEISME
MANIEMENT,MANIER
MANIFESTATION,MANIFESTER
MANIPULATEUR,MANIPULATION
MANIPULATEUR,MANIPULER
MANIPULATION,MANIPULER
MANOMETRE,MANOMETRIQUE
MANQUE,MANQUER
MANQUEMENT,MANQUER
MANUFACTURE,MANUFACTURER
MANUFACTURE,MANUFACTURIER
MARCHAND,MARCHANDER
MARCHANDAGE,MARCHANDER
MARCHE,MARCHER
MARGINAL,MARGINALITE
MARI,MARIAGE
MARI,MARIER
MARIAGE,MARIER
MARIE,MARIER
MARQUAGE,MARQUER
MARQUE,MARQUER
MARTYR,MARTYRISER
MASCULIN,MASCULINITE
MASSACRE,MASSACRER
MASSE,MASSIF
MATERIALISATION,MATERIALISER
MATERIALISME,MATERIALISTE
MATHEMATICIEN,MATHEMATIQUE
MATRICE,MATRICIEL
MAUDIRE,MAUDIT
MAXIMAL,MAXIMISER
MAXIMAL,MAXIMUM
MAXIMISATION,MAXIMISER
MECANICIEN,MECANIQUE
MECANIQUE,MECANISME
MECONNAISSABLE,MECONNAITRE
MECONNAISSANCE,MECONNAITRE
MECONTENTEMENT,MECONTENTER
MEDIATEUR,MEDIATION
MEDICAMENT,MEDICAMENTEUX
MEDIOCRE,MEDIOCRITE
MEDITATION,MEDITER
MEDITERRANEE,MEDITERRANEEN
MEFIANCE,MEFIER
MELANCOLIE,MELANCOLIQUE
MELEE,MELER
MELODIE,MELODIQUE
MEMBRANE,MEMBRANEUX
MEMBRANE,MEMBRE
MENACE,MENACER
MENAGEMENT,MENAGER
MENTEUR,MENTION
MENTEUR,MENTIR
MENTION,MENTIONNER
MENTION,MENTIR
MEPRIS,MEPRISER
MERCANTILE,MERCANTILISME
MERCI,REMERCIER
MERITE,MERITER
MESSAGE,MESSAGER
MESURE,MESURER
METALLURGIE,METALLURGIQUE
METALLURGIE,METALLURGISTE
METAMORPHIQUE,METAMORPHISME
METAMORPHOSE,METAMORPHOSER
METAPHORE,METAPHORIQUE
METAPHYSICIEN,METAPHYSIQUE
METEOROLOGIE,METEOROLOGIQUE
METEOROLOGIE,METEOROLOGISTE
METHODOLOGIE,METHODOLOGIQUE
METROPOLE,METROPOLITE
METTEUR,METTRE
METTRE,MISE
METTRE,REMETTRE
MEURTRE,MEURTRIR
MICROSCOPIE,MICROSCOPIQUE
MIGRATION,MIGRATOIRE
MIL,MILLET
MILITANT,MILITANTISME
MILITANT,MILITER
MILITARISME,MILITARISTE
MILLE,MILLIEME
MILLE,MILLIER
MILLIARD,MILLIARDAIRE
MIME,MIMER
MINE,MINER
MINEUR,MINORITE
MINIMAL,MINIMISER
MINIMAL,MINIMUM
MINIMISATION,MINIMISER
MINISTERIEL,MINISTRE
MINORITAIRE,MINORITE
MIRACLE,MIRACULEUX
MIRAGE,MIRER
MIRE,MIRER
MISERICORDE,MISERICORDIEUX
MISSION,MISSIONNAIRE
MITRAILLER,MITRAILLETTE
MITRAILLER,MITRAILLEUR
MIXITE,MIXTE
MOBILE,MOBILISER
MOBILE,MOBILITE
MOBILISABLE,MOBILISER
MOBILISATEUR,MOBILISER
MOBILISATION,MOBILISER
MODERATEUR,MODERATION
MODERNISATION,MODERNISER
MODESTE,MODESTIE
MODIFICATEUR,MODIFICATION
MODIFICATEUR,MODIFIER
MODIFICATION,MODIFIER
MOISSON,MOISSONNER
MOISSONNER,MOISSONNEUR
MOLECULAIRE,MOLECULE
MOLLESSE,MOU
MONARCHIE,MONARCHIQUE
MONARCHIE,MONARCHISTE
MONDAIN,MONDE
MONDE,MONDIAL
MONOGRAPHIE,MONOGRAPHIQUE
MONOPOLE,MONOPOLISER
MONOPOLE,MONOPOLISTE
MONOPOLISATION,MONOPOLISER
MONOPOLISER,MONOPOLISTE
MONOPOLISTE,MONOPOLISTIQUE
MONOTHEISME,MONOTHEISTE
MONOTONE,MONOTONIE
MONSTRE,MONSTRUEUX
MONSTRUEUX,MONSTRUOSITE
MONTAGE,MONTER
MONTAGNARD,MONTAGNE
MONTAGNE,MONTAGNEUX
MONTANT,MONTER
MONTE,MONTER
MONTEE,MONTER
MONTER,MONTURE
MONTER,REMONTER
MONTER,SURMONTER
MORAL,MORALISER
MORAL,MORALITE
MORALISATEUR,MORALISATION
MORALISATEUR,MORALISER
MORALISATION,MORALISER
MORBIDE,MORBIDITE
MORCEAU,MORCELER
MORCELER,MORCELLEMENT
MORDRE,MORDU
MORPHOLOGIE,MORPHOLOGIQUE
MORT,MORTEL
MORT,MOURIR
MORTALITE,MORTEL
MORTIFICATION,MORTIFIER
MOTEUR,MOTION
MOTIF,MOTIVER
MOTIVATION,MOTIVER
MOUDRE,MOULAGE
MOUDRE,MOUTURE
MOUILLAGE,MOUILLER
MOUILLE,MOUILLER
MOULAGE,MOULER
MOUVEMENT,MOUVEMENTER
MOUVEMENT,MOUVOIR
MOUVOIR,MU
MUE,MUER
MULE,MULET
MULTIPLICATEUR,MULTIPLICATION
MULTIPLICATEUR,MULTIPLIER
MULTIPLICATION,MULTIPLIER
MUR,MURAL
MURIATE,MURIATIQUE
MURMURE,MURMURER
MUSCLE,MUSCULAIRE
MUSICIEN,MUSIQUE
MUTUALISTE,MUTUALITE
MYOPE,MYOPIE
MYSTICISME,MYSTIQUE
MYTHE,MYTHIQUE
NAGE,NAGER
NAIF,NAIVETE
NAISSANCE,NAITRE
NAITRE,NE
NAITRE,RENAITRE
NARRATEUR,NARRATION
NATIONALISATION,NATIONALISER
NATIONALISME,NATIONALISTE
NATURALISATION,NATURALISER
NATURALISER,NATURALISTE
NATURALISER,NATUREL
NATURALISME,NATURALISTE
NATURE,NATUREL
NAVETTE,NEF
NAVIGABILITE,NAVIGABLE
NAVIGABLE,NAVIGUER
NAVIGATEUR,NAVIGATION
NAVIGATEUR,NAVIGUER
NAVIGATION,NAVIGUER
NAZI,NAZISME
NEGATIF,NEGATION
NEGATION,NIER
NEGLIGEABLE,NEGLIGER
NEGLIGENCE,NEGLIGER
NEGOCE,NEGOCIER
NEGOCIATEUR,NEGOCIATION
NEGOCIATEUR,NEGOCIER
NEGOCIATION,NEGOCIER
NEGOCIATION,RENEGOCIATION
NET,NETTETE
NETTOIEMENT,NETTOYAGE
NETTOIEMENT,NETTOYER
NETTOYAGE,NETTOYER
NEUF,NEUVIEME
NEUTRALISATION,NEUTRALISER
NEUTRALISME,NEUTRALITE
NEVRALGIE,NEVRALGIQUE
NEVROSE,NEVROTIQUE
NIER,RENIER
NOIR,NOIRATRE
NOIRCIR,NOIRCISSEMENT
NOIX,NOYER
NOM,NOMMER
NOMADE,SEMINOMADE
NOMINALISME,NOMINALISTE
NOMINATION,NOMMER
NOMME,NOMMER
NONVIOLENT,VIOLENT
NORMAL,NORMALITE
NORMAL,NORME
NORMATIF,NORMATIVITE
NOSTALGIE,NOSTALGIQUE
NOTABLE,NOTER
NOTATION,NOTER
NOTE,NOTER
NOTER,NOTOIRE
NOTIFICATION,NOTIFIER
NOTION,NOTIONNEL
NOUER,RENOUER
NOURRICE,NOURRICIER
NOURRICIER,NOURRIR
NOUVEAU,NOUVEAUTE
NOVICE,NOVICIAT
NUANCE,NUANCER
NUIRE,NUISIBLE
NUL,NULLITE
NUMERATEUR,NUMERATION
NUMERO,NUMEROTER
NUMEROTATION,NUMEROTER
NUTRITION,NUTRITIONNEL
OBEIR,OBEISSANCE
OBEIR,OBEISSANT
OBJECTER,OBJECTIF
OBJECTER,OBJECTION
OBJECTIF,OBJECTION
OBJECTIF,OBJECTIVITE
OBLIGATAIRE,OBLIGATION
OBLIGATAIRE,OBLIGER
OBLIGATION,OBLIGATOIRE
OBLIGATION,OBLIGER
OBLIGATOIRE,OBLIGER
OBLIGE,OBLIGER
OBLITERATION,OBLITERER
OBSCURCIR,OBSCURCISSEMENT
OBSERVABLE,OBSERVER
OBSERVANCE,OBSERVER
OBSERVATEUR,OBSERVATION
OBSERVATEUR,OBSERVER
OBSERVATION,OBSERVER
OBSTETRICAL,OBSTETRIQUE
OBSTETRICIEN,OBSTETRIQUE
OBSTINATION,OBSTINER
OBSTRUCTION,OBSTRUER
OBTENIR,OBTENTION
OCCASION,OCCASIONNEL
OCCASION,OCCASIONNER
OCCUPATION,OCCUPER
OCCUPER,REOCCUPER
OCEANOGRAPHIE,OCEANOGRAPHIQUE
OCTROI,OCTROYER
OFFENSANT,OFFENSER
OFFENSE,OFFENSER
OFFENSE,OFFENSIF
OFFENSER,OFFENSIF
OFFICE,OFFICIER
OFFRE,OFFRIR
OISIF,OISIVETE
OLIGARCHIE,OLIGARCHIQUE
OLIVE,OLIVIER
OMBILIC,OMBILICAL
OMBRAGE,OMBRAGER
OMETTRE,OMISSION
ONDULATION,ONDULATOIRE
ONGLE,ONGLET
OPERATEUR,OPERATION
OPERATEUR,OPERER
OPERATION,OPERATIONNEL
OPERATION,OPERATOIRE
OPERATION,OPERER
OPERATOIRE,OPERER
OPERE,OPERER
OPHTALMOLOGIE,OPHTALMOLOGIQUE
OPINIATRE,OPINIATRETE
OPINIATRE,OPINION
OPPORTUN,OPPORTUNISME
OPPORTUN,OPPORTUNISTE
OPPORTUNISME,OPPORTUNISTE
OPPOSE,OPPOSER
OPPOSER,OPPOSITION
OPPRESSER,OPPRESSEUR
OPPRESSER,OPPRESSION
OPPRESSEUR,OPPRESSION
OPPRESSEUR,OPPRIMER
OPPRESSION,OPPRIMER
OPPRIME,OPPRIMER
OPTER,OPTION
OPTIMAL,OPTIMUM
OPTIMISME,OPTIMISTE
ORAGE,ORAGEUX
ORATEUR,ORATOIRE
ORBE,ORBITE
ORCHESTRATION,ORCHESTRER
ORCHESTRE,ORCHESTRER
ORDINATEUR,ORDINATION
OREILLE,OREILLER
ORGANE,ORGANIQUE
ORGANE,ORGANISER
ORGANE,ORGANISME
ORGANISATEUR,ORGANISATION
ORGANISATEUR,ORGANISER
ORGANISATION,ORGANISATIONNEL
ORGANISATION,ORGANISER
ORGANISATION,REORGANISATION
ORGANISER,REORGANISER
ORGUEIL,ORGUEILLEUX
ORIENT,ORIENTAL
ORIENT,ORIENTER
ORIENTATION,ORIENTER
ORIENTATION,REORIENTATION
ORIGINAIRE,ORIGINE
ORIGINAL,ORIGINALITE
ORIGINAL,ORIGINE
ORIGINE,ORIGINEL
ORNEMENT,ORNEMENTAL
ORNEMENT,ORNER
ORPHELIN,ORPHELINAT
ORTHOGRAPHE,ORTHOGRAPHIQUE
OS,OSSEUX
OSCILLATEUR,OSCILLATION
OSCILLATEUR,OSCILLER
OSCILLATION,OSCILLATOIRE
OSCILLATION,OSCILLER
OSCILLATOIRE,OSCILLER
OSTENTATION,OSTENTATOIRE
OUBLIE,OUBLIER
OUIE,OUIR
OUTRAGE,OUTRAGER
OUTRANCE,OUTRANCIER
PACIFICATEUR,PACIFICATION
PACIFIQUE,PACIFISTE
PAIE,PAYER
PAIEMENT,PAYER
PAIR,PARITE
PAISIBLE,PAIX
PAITRE,REPAITRE
PAL,PALIER
PALEONTOLOGIE,PALEONTOLOGIQUE
PAMPHLET,PAMPHLETAIRE
PANCREAS,PANCREATIQUE
PANEGYRIQUE,PANEGYRISTE
PANSEMENT,PANSER
PAPAL,PAPAUTE
PAPAL,PAPE
PAPAUTE,PAPE
PARABOLE,PARABOLIQUE
PARACHEVEMENT,PARACHEVER
PARADE,PARER
PARADIS,PARADISIAQUE
PARADOXAL,PARADOXE
PARAITRE,PARUTION
PARAITRE,REPARAITRE
PARALLELE,PARALLELISER
PARALLELE,PARALLELISME
PARALYSANT,PARALYSER
PARALYSE,PARALYSER
PARALYSIE,PARALYTIQUE
PARAMETRE,PARAMETRIQUE
PARAPHRASE,PARAPHRASER
PARASITE,PARASITER
PARASITE,PARASITISME
PARCELLAIRE,PARCELLE
PARCOURIR,PARCOURS
PARDON,PARDONNER
PARDONNABLE,PARDONNER
PAREMENT,PARER
PARENT,PARENTE
PARESSE,PARESSEUX
PARFAIRE,PARFAIT
PARITAIRE,PARITE
PARLEMENT,PARLEMENTAIRE
PARLEMENT,PARLEMENTER
PARLEMENT,PARLER
PARLEMENTAIRE,PARLEMENTER
PARLER,PARLEUR
PAROISSE,PAROISSIEN
PARTAGE,PARTAGER
PARTANT,PARTIR
PARTENAIRE,PARTENARIAT
PARTI,PARTIR
PARTI,PARTISAN
PARTICIPANT,PARTICIPER
PARTICIPATIF,PARTICIPATION
PARTICIPATIF,PARTICIPER
PARTICIPATION,PARTICIPER
PARTICIPE,PARTICIPER
PARTICULARITE,PARTICULIER
PARTIE,PARTIEL
PARTIE,PARTIR
PARVENIR,PARVENU
PASSAGE,PASSAGER
PASSIF,PASSIVITE
PASSION,PASSIONNEL
PASSION,PASSIONNER
PASSION,PASSIONNETTE
PASSIONNANT,PASSIONNER
PASTEURISATION,PASTEURISER
PATENT,PATENTER
PATERNALISME,PATERNALISTE
PATHOGENIE,PATHOGENIQUE
PATHOLOGIE,PATHOLOGIQUE
PATHOLOGIE,PATHOLOGISTE
PATISSER,PATISSERIE
PATRIMOINE,PATRIMONIAL
PATRONAGE,PATRONNER
PAYABLE,PAYER
PAYE,PAYER
PAYEMENT,PAYER
PAYER,PAYEUR
PEDAGOGIE,PEDAGOGIQUE
PEINDRE,PEINTURE
PEINE,PENAL
PEINE,PENIBLE
PENAL,PENALISER
PENAL,PENALITE
PENCHANT,PENCHER
PENDANT,PENDRE
PENDRE,PENDU
PENETRATION,PENETRER
PENINSULAIRE,PENINSULE
PENITENCE,PENITENCIER
PENITENCE,PENITENTIAIRE
PENITENCIER,PENITENTIAIRE
PEPINIERE,PEPINIERISTE
PERCE,PERCER
PERCEE,PERCER
PERCEMENT,PERCER
PERCEPTION,PERCEVOIR
PERDITION,PERDRE
PERDRE,PERDU
PERDRE,PERTE
PEREMPTION,PEREMPTOIRE
PERFECTIBILITE,PERFECTIBLE
PERFECTION,PERFECTIONNER
PERFIDE,PERFIDIE
PERI,PERIR
PERICARDE,PERICARDIQUE
PERICARDE,PERICARDITE
PERIL,PERILLEUX
PERIPHERIE,PERIPHERIQUE
PERMETTRE,PERMIS
PERMETTRE,PERMISSION
PERMISSION,PERMISSIONNAIRE
PERPETRATION,PERPETRER
PERPETUATION,PERPETUER
PERSECUTE,PERSECUTER
PERSECUTER,PERSECUTEUR
PERSECUTER,PERSECUTION
PERSECUTEUR,PERSECUTION
PERSEVERANCE,PERSEVERER
PERSEVERANT,PERSEVERER
PERSISTANCE,PERSISTER
PERSISTANT,PERSISTER
PERSONNALISER,PERSONNEL
PERSONNALISME,PERSONNEL
PERSONNALITE,PERSONNEL
PERSONNE,PERSONNEL
PERSPICACE,PERSPICACITE
PERSUADER,PERSUASION
PERTURBATEUR,PERTURBATION
PERTURBATEUR,PERTURBER
PERTURBATION,PERTURBER
PERVERSION,PERVERTIR
PERVERTIR,PERVERTISSEUR
PESAGE,PESER
PESANT,PESANTEUR
PESANT,PESER
PETIT,PETITESSE
PETITION,PETITIONNAIRE
PETRIFICATION,PETRIFIER
PEUPLE,PEUPLER
PEUPLEMENT,PEUPLER
PEUPLEMENT,REPEUPLEMENT
PEUPLER,REPEUPLER
PHARMACEUTIQUE,PHARMACIE
PHARMACIE,PHARMACIEN
PHARMACOLOGIE,PHARMACOLOGIQUE
PHARYNGIEN,PHARYNX
PHENOMENAL,PHENOMENE
PHILANTHROPIE,PHILANTHROPIQUE
PHILOLOGIE,PHILOLOGIQUE
PHILOSOPHAL,PHILOSOPHE
PHILOSOPHE,PHILOSOPHER
PHILOSOPHE,PHILOSOPHIE
PHILOSOPHIE,PHILOSOPHIQUE
PHONETICIEN,PHONETIQUE
PHONOLOGIE,PHONOLOGIQUE
PHOSPHORE,PHOSPHOREUX
PHOSPHORE,PHOSPHORIQUE
PHOTOGRAPHIE,PHOTOGRAPHIER
PHOTOGRAPHIE,PHOTOGRAPHIQUE
PHYSICIEN,PHYSIQUE
PHYSIOLOGIE,PHYSIOLOGIQUE
PHYSIOLOGIE,PHYSIOLOGISTE
PIANISTE,PIANO
PIC,PIQUER
PIGMENT,PIGMENTAIRE
PILE,PILIER
PILLAGE,PILLER
PION,PIONNIER
PIQUANT,PIQUER
PIQUE,PIQUER
PIQUER,PIQUET
PIQUER,PIQURE
PITIE,PITOYABLE
PLACE,PLACER
PLACEMENT,PLACER
PLACEMENT,REPLACEMENT
PLACENTA,PLACENTAIRE
PLACER,REPLACER
PLAIDER,PLAIDOIRIE
PLAIDER,PLAIDOYER
PLAINDRE,PLAINTE
PLAIRE,PLAISANT
PLAISANTER,PLAISANTERIE
PLAN,PLANIFIER
PLANCHE,PLANCHER
PLANETAIRE,PLANETE
PLANIFICATEUR,PLANIFIER
PLANT,PLANTER
PLANTATION,PLANTER
PLAQUE,PLAQUETTE
PLASMA,PLASMATIQUE
PLEBISCITAIRE,PLEBISCITE
PLEBISCITE,PLEBISCITER
PLI,PLIER
PLIER,REPLIER
PLONGE,PLONGER
PLONGEE,PLONGER
PLONGEON,PLONGER
PLONGER,REPLONGER
PLURALISME,PLURALISTE
PLURALITE,PLURIEL
PLUVIEUX,PLUVIOSITE
PLUVIOMETRIE,PLUVIOMETRIQUE
POESIE,POETIQUE
POIGNARD,POIGNARDER
POINDRE,POINT
POINDRE,POINTE
POLARISATION,POLARISER
POLICE,POLICIER
POLIR,POLISSAGE
POLYTECHNIQUE,TECHNIQUE
POMPE,POMPEUX
PONDRE,PONTE
POPULAIRE,POPULARISER
POPULAIRE,POPULARITE
PORE,POREUX
POREUX,POROSITE
PORNOGRAPHIE,PORNOGRAPHIQUE
PORT,PORTER
PORT,PORTUAIRE
PORTER,PORTEUR
PORTER,PORTIER
PORTER,PORTION
PORTER,REPORTER
PORTER,TRANSPORTER
PORTRAIT,PORTRAITISTE
POSE,POSER
POSER,POSITION
POSER,REPOSER
POSER,TRANSPOSER
POSITIF,POSITION
POSITIF,POSITIVISME
POSITIF,POSITIVISTE
POSITIF,POSITIVITE
POSITION,POSITIONNER
POSITIVISME,POSITIVISTE
POSSEDER,POSSESSEUR
POSSEDER,POSSESSION
POSSESSEUR,POSSESSION
POSSIBILITE,POSSIBLE
POSTAL,POSTE
POT,POTIER
POTENTIALITE,POTENTIEL
POULE,POULET
POURRIR,POURRISSEMENT
POURVOI,POURVOIR
POURVOIR,POURVOYEUR
POUSSE,POUSSER
POUSSEE,POUSSER
POUSSER,REPOUSSER
PRAGMATIQUE,PRAGMATISME
PRATICIEN,PRATIQUE
PRATIQUANT,PRATIQUER
PRATIQUE,PRATIQUER
PRECHE,PRECHER
PRECIPITATION,PRECIPITER
PRECIPITE,PRECIPITER
PRECIS,PRECISER
PRECISER,PRECISION
PREDICATEUR,PREDICATIF
PREDICATEUR,PREDICATION
PREDICATIF,PREDICATION
PREDOMINANT,PREDOMINER
PREEXISTANT,PREEXISTER
PREFERABLE,PREFERER
PREFERENCE,PREFERENTIEL
PREFIGURATION,PREFIGURER
PREHENSION,PRENDRE
PREHISTOIRE,PREHISTORIEN
PREHISTOIRE,PREHISTORIQUE
PREJUDICE,PREJUDICIABLE
PREJUDICE,PREJUDICIER
PREJUDICIABLE,PREJUDICIER
PRELEVEMENT,PRELEVER
PREMEDITATION,PREMEDITER
PRENDRE,PRENEUR
PRENDRE,PRISE
PRENDRE,REPRENDRE
PREOCCUPANT,PREOCCUPER
PREOCCUPATION,PREOCCUPER
PREPARATEUR,PREPARATION
PREPARATEUR,PREPARER
PREPARATION,PREPARATOIRE
PREPARATION,PREPARER
PREPARATOIRE,PREPARER
PRESAGE,PRESAGER
PRESCRIPTION,PRESCRIRE
PRESENT,PRESENTER
PRESENTATEUR,PRESENTATION
PRESENTATEUR,PRESENTER
PRESENTATION,PRESENTER
PRESENTATION,REPRESENTATION
PRESENTER,REPRESENTER
PRESERVATIF,PRESERVATION
PRESERVATIF,PRESERVER
PRESERVATION,PRESERVER
PRESIDENCE,PRESIDENTIEL
PRESIDENCE,PRESIDER
PRESOMPTIF,PRESOMPTION
PRESOMPTION,PRESOMPTUEUX
PRESOMPTION,PRESUMER
PRESSE,PRESSER
PRESSENTIMENT,PRESSENTIR
PRESSER,PRESSION
PRESTATAIRE,PRESTATION
PRESTIGE,PRESTIGIEUX
PRETENDANT,PRETENDRE
